compoundName	iupacName	cas	kegg	hmdb	pubchem	chebi	foodb	lipidmaps	molecularFormula	molecularWeight	afc_id	original_smiles	inchikey	Canonical_Smiles	contains_sugars	contains_ring_sugars	contains_linear_sugars	number_of_carbons	number_of_nitrogens	number_of_oxygens	number_of_rings	max_number_of_rings	min_number_of_rings	sugar_free_heavy_atom_number	sugar_free_total_atom_number	total_atom_number	bond_count	murko_framework	ertlFunctionalFragments	ertlFunctionalFragmentsPseudoSmiles	alogp	alogp2	amralogp	apol	bpol	eccentricConnectivityIndexDescriptor	fmfDescriptor	fsp3	fragmentComplexityDescriptor	numberSpiroAtoms	lipinskiRuleOf5Failures	xlogp	zagrebIndex	topoPSA	tpsaEfficiency
"(2R,4S)-2-methyl-2,4-dihydroxydihydrofuran-3-one"					44123557	71316			C5H8O4	132.1148252248239	AFC001373	CC1(C(=O)C(CO1)O)O	CCVJVKWZZMMBHB-UHFFFAOYSA-N	C([H])([H])([H])C1(C(=O)C([H])(C([H])([H])O1)O[H])O[H]	0	false	false	5	0	4	null	1	1	null	null	null	9	O1CCCC1	{[H]O[C]=1, *O[C](O[H])C(*)=O=1}	{[H]O[C]=1, RO[C](O[H])C(R)=O=1}	-1.3059999999999996	1.705635999999999	28.4037	17.342343999999997	11.619655999999997	54	0.29411764705882354	0.8	217.04	0	0	-0.978	46.0	66.76	0.5055957133653497
"(2S,4S)-2-methyl-2,3,3,4-tetrahydroxytetrahydrofuran"					44123585				C5H10O5	150.13011166004478	AFC001374	CC1(C(C(CO1)O)(O)O)O	BVIYGXUQVXBHQS-UHFFFAOYSA-N	C([H])([H])([H])C1(C(C([H])(C([H])([H])O1)O[H])(O[H])O[H])O[H]	0	false	false	5	0	5	null	1	1	null	null	null	10	O1CCCC1	{*O[C](O[H])[C](O[H])O[H]=1, [H]O[C]=1}	{RO[C](O[H])[C](O[H])O[H]=1, [H]O[C]=1}	-1.9427999999999999	3.7744718399999995	30.4875	19.47792999999999	12.848069999999996	59	0.25	1.0	310.05	0	0	-0.5139999999999998	54.0	90.15	0.6007884286700081
"1,4-dihydroxy-2-naphthoyl-CoA"			C15547		44140569	52668	FDB030192		C32H42N7O19P3S	953.7000463140068	AFC001375	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C4=C(C5=CC=CC=C5C(=C4)O)O)O	PYTINLGPKDJURZ-UHFFFAOYSA-N	C([H])([H])([H])C(C([H])([H])[H])(C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C1([H])C([H])(C([H])(C([H])(N2C([H])=NC3=C2N=C([H])N=C3N([H])[H])O1)O[H])OP(=O)(O[H])O[H])C([H])(C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])SC(=O)C4=C([H])C(=C5C([H])=C([H])C([H])=C([H])C5=C4O[H])O[H])O[H]	0	false	false	32	7	19	null	7	5	null	null	null	66	n1cnc2c(ncn2C3OC(COPOPOCCCCNCCCNCCSCc4ccc5ccccc5c4)CC3)c1	{[H]O[C]=2, *OP(=O)(O[H])O[H]=1, [H]N([H])[c]=1, *OP(=O)(OP(=O)(O*)O[H])O[H]=1, *n(*)*=4, *O*=1, *SC(*)=O=1, *C(=O)N(*)*=2, [H]O[c]=2}	{RSC(R)=O=1, [H]O[C]=2, RN*(R)R=4, ROP(=O)(O[H])O[H]=1, ROP(=O)(OP(=O)(OR)O[H])O[H]=1, [H]O[C*]=2, RC(=O)N(R)R=2, ROR=1, [H]N([H])[C*]=1}	-4.799299999999994	23.033280489999946	218.81079999999997	121.05330600000002	92.56269400000008	3326	0.41346153846153844	0.4375	7882.3	0	4	-5.607999999999999	330.0	455.54	0.4779326235646472
L-galactose-1-phosphate			C15926		44224049	53025			C6H13O9P	260.13605115858775	AFC001376	C(C1C(C(C(C(O1)OP(=O)(O)O)O)O)O)O	HXXFSFRBOHSIMQ-UHFFFAOYSA-N	C([H])([H])(C1([H])C([H])(C([H])(C([H])(C([H])(O1)OP(=O)(O[H])O[H])O[H])O[H])O[H])O[H]	0	false	false	6	0	9	null	1	1	null	null	null	16	O1CCCCC1	{[H]O[C]=4, *O[C]OP(=O)(O[H])O[H]=1}	{RO[C]OP(=O)(O[H])O[H]=1, [H]O[C]=4}	-3.3237	11.04698169	47.0652	30.076308999999977	26.481690999999998	176	0.20689655172413793	1.0	601.1	0	1	-3.3549999999999995	80.0	166.72	0.6411574833867079
131-oxo-magnesium-protoporphyrin IX 13-monomethyl ester			C11830		44229101	15433	FDB030260		[C35H31N4O5]3-	587.64575722217	AFC001377	CC1=C(C2=CC3=NC(=CC4=C(C(=C([N-]4)C=C5C(=C(C(=N5)C=C1[N-]2)C)CCC(=O)[O-])C(=O)CC(=O)OC)C)C(=C3C)C=C)C=C.[Mg+2]	VVAVWZJZDQXGFG-UHFFFAOYSA-K	C([H])([H])=C([H])C1=C2C([H])=C3C(=C(C([H])=C([H])[H])C(=N3)C([H])=C4C(=C(C(=C([H])C5=NC(=C([H])C(=C1C([H])([H])[H])[N-]2)C(=C5C([H])([H])C([H])([H])C(=O)[O-])C([H])([H])[H])[N-]4)C(=O)C([H])([H])C(=O)OC([H])([H])[H])C([H])([H])[H])C([H])([H])[H]	0	false	false	35	4	5	null	20	5	null	null	null	48	n1c2C=Cc1cc3ccc(cc4nc(C=C4)cc5ccc(c2)[nH]5)[nH]3	{[C]=[C]=2, *C(*)=O=1, *OC(*)=O=1, *C(=O)O[H]=1, *n(*)*=4, [C]=[C][C]=[C]=1}	{[C]=[C]=2, RN*(R)R=4, RC(R)=O=1, RC(=O)O[H]=1, [C]=[C][C]=[C]=1, ROC(R)=O=1}	3.0919999999999996	9.560463999999998	170.5571	90.68058299999996	44.91741699999999	1142	0.32	0.22857142857142856	4349.09	0	1	1.9249999999999998	238.0	108.21999999999998	0.1842891239608144
L-galactonate			C15930	HMDB0000565	44229140	53071	FDB022122		[C6H11O7]-	195.14759816579738	AFC001378	C(C(C(C(C(C(=O)[O-])O)O)O)O)O	RGHNJXZEOKUKBD-UHFFFAOYSA-M	C([H])([H])(C([H])(C([H])(C([H])(C([H])(C(=O)[O-])O[H])O[H])O[H])O[H])O[H]	0	false	false	6	0	7	null	0	0	null	null	null	12	null	{*C(=O)O[H]=1, [H]O[C]=5}	{RC(=O)O[H]=1, [H]O[C]=5}	-3.4091000000000005	11.621962810000003	36.0683	23.508722999999982	13.941276999999996	127	0.0	0.8333333333333334	373.07	0	0	-4.22	56.0	141.28	0.7243253216897637
131-hydroxy-magnesium-protoporphyrin IX 13-monomethyl ester			C11829		44229246	15434	FDB030259		[C35H33N4O5]3-	589.6616387298216	AFC001379	CC1=C(C2=CC3=NC(=CC4=C(C(=C([N-]4)C=C5C(=C(C(=N5)C=C1[N-]2)C)CCC(=O)[O-])C(CC(=O)OC)O)C)C(=C3C)C=C)C=C.[Mg+2]	UBMRUBQHXLXNAA-UHFFFAOYSA-L	C([H])([H])=C([H])C1=C2C([H])=C3C(=C(C([H])=C([H])[H])C(=N3)C([H])=C4C(=C(C(=C([H])C5=NC(=C([H])C(=C1C([H])([H])[H])[N-]2)C(=C5C([H])([H])C([H])([H])C(=O)[O-])C([H])([H])[H])[N-]4)C([H])(C([H])([H])C(=O)OC([H])([H])[H])O[H])C([H])([H])[H])C([H])([H])[H]	0	false	false	35	4	5	null	20	5	null	null	null	48	n1c2C=Cc1cc3ccc(cc4nc(C=C4)cc5ccc(c2)[nH]5)[nH]3	{[C]=[C]=2, *OC(*)=O=1, *C(=O)O[H]=1, *n(*)*=4, [H]O[C]=1, [C]=[C][C]=[C]=1}	{[C]=[C]=2, RN*(R)R=4, RC(=O)O[H]=1, [H]O[C]=1, [C]=[C][C]=[C]=1, ROC(R)=O=1}	2.8450999999999995	8.094594009999998	171.17360000000002	92.01416899999995	46.145830999999994	1142	0.3116883116883117	0.2571428571428571	4669.09	0	1	1.1360000000000003	238.0	111.38	0.18902151399412576
phyllocladanol					44237348	53643			C20H34O	290.4841084934058	AFC001380	CC1(CCCC2(C1CCC34C2CCC(C3)C(C4)(C)O)C)C	FZSRMADKTOBCNT-UHFFFAOYSA-N	C([H])([H])([H])C1(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C2(C([H])([H])[H])C1([H])C([H])([H])C([H])([H])C34C([H])([H])C([H])(C([H])([H])C([H])([H])C23[H])C(C([H])([H])[H])(C4([H])[H])O[H]	0	false	false	20	0	1	null	10	4	null	null	null	24	C1CCC2C(C1)CCC34CCC(CCC23)C4	{[H]O[C]=1}	{[H]O[C]=1}	4.612199999999997	21.272388839999973	87.54979999999999	58.672961999999956	37.16903799999999	293	0.2909090909090909	1.0	2944.01	0	1	7.656999999999999	132.0	20.23	0.06969590261871843
4alpha-carboxy-4beta-methyl-5alpha-cholesta-8-en-3beta-ol				HMDB0062384	44263317	87277		LMST01010227	C29H48O3	444.69071197319744	AFC001381	CC(C)CCCC(C)C1CCC2C1(CCC3=C2CCC4C3(CCC(C4(C)C(=O)O)O)C)C	GLCDBDRQLZKKOJ-UHFFFAOYSA-N	C([H])([H])([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C1([H])C([H])([H])C([H])([H])C2([H])C3=C(C([H])([H])C([H])([H])C12C([H])([H])[H])C4(C([H])([H])[H])C([H])([H])C([H])([H])C([H])(C(C([H])([H])[H])(C4([H])C([H])([H])C3([H])[H])C(=O)O[H])O[H]	0	false	false	29	0	3	null	10	4	null	null	null	35	C12=C(CCC3CCCCC13)C4CCCC4CC2	{[C]=[C]=1, *C(=O)O[H]=1, [H]O[C]=1}	{[C]=[C]=1, RC(=O)O[H]=1, [H]O[C]=1}	7.281899999999998	53.02606760999996	130.9364	85.45206399999992	53.431935999999986	781	0.2125	0.896551724137931	5897.03	0	1	9.645000000000007	182.0	57.53	0.1294669981155292
4alpha-carboxy-5alpha-cholesta-8-en-3beta-ol				HMDB0062386	44263318	87293		LMST01010228	C28H46O3	430.6640945687579	AFC001382	CC(C)CCCC(C)C1CCC2C1(CCC3=C2CCC4C3(CCC(C4C(=O)O)O)C)C	RODBXVVNKJCWQR-UHFFFAOYSA-N	C([H])([H])([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C1([H])C([H])([H])C([H])([H])C2([H])C3=C(C([H])([H])C([H])([H])C12C([H])([H])[H])C4(C([H])([H])[H])C([H])([H])C([H])([H])C([H])(C([H])(C4([H])C([H])([H])C3([H])[H])C(=O)O[H])O[H]	0	false	false	28	0	3	null	10	4	null	null	null	34	C12=C(CCC3CCCCC13)C4CCCC4CC2	{[C]=[C]=1, *C(=O)O[H]=1, [H]O[C]=1}	{[C]=[C]=1, RC(=O)O[H]=1, [H]O[C]=1}	6.864999999999997	47.12822499999995	126.43539999999999	82.35847799999992	51.24552199999999	754	0.22077922077922077	0.8928571428571429	5470.03	0	1	9.444000000000006	174.0	57.53	0.1336835346735642
4alpha-formyl-4beta-methyl-5alpha-cholesta-8-en-3beta-ol				HMDB0062388	44263319	87046	FDB030530	LMST01010230	C29H48O2	428.69130704562804	AFC001383	CC(C)CCCC(C)C1CCC2C1(CCC3=C2CCC4C3(CCC(C4(C)C=O)O)C)C	WWTBBRMTEFBUND-UHFFFAOYSA-N	C([H])([H])([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C1([H])C([H])([H])C([H])([H])C2([H])C3=C(C([H])([H])C([H])([H])C12C([H])([H])[H])C4(C([H])([H])[H])C([H])([H])C([H])([H])C([H])(C(C([H])([H])[H])(C([H])=O)C4([H])C([H])([H])C3([H])[H])O[H]	0	false	false	29	0	2	null	10	4	null	null	null	34	C12=C(CCC3CCCCC13)C4CCCC4CC2	{[C]=[C]=1, *[C]=O=1, [H]O[C]=1}	{[C]=[C]=1, R[C]=O=1, [H]O[C]=1}	7.329299999999997	53.71863848999996	130.011	84.65006399999992	53.431935999999986	752	0.21518987341772153	0.896551724137931	5794.02	0	1	10.059000000000003	176.0	37.3	0.08707518702531514
4alpha-formyl-5alpha-cholesta-8-en-3beta-ol				HMDB0012169	44263320	87054	FDB028823	LMST01010231	C28H46O2	414.6646896411885	AFC001384	CC(C)CCCC(C)C1CCC2C1(CCC3=C2CCC4C3(CCC(C4C=O)O)C)C	MHYWFGFPMGLYBL-UHFFFAOYSA-N	C([H])([H])([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C1([H])C([H])([H])C([H])([H])C2([H])C3=C(C([H])([H])C([H])([H])C12C([H])([H])[H])C4(C([H])([H])[H])C([H])([H])C([H])([H])C([H])(C([H])(C([H])=O)C4([H])C([H])([H])C3([H])[H])O[H]	0	false	false	28	0	2	null	10	4	null	null	null	33	C12=C(CCC3CCCCC13)C4CCCC4CC2	{[C]=[C]=1, *[C]=O=1, [H]O[C]=1}	{[C]=[C]=1, R[C]=O=1, [H]O[C]=1}	6.912399999999996	47.78127375999995	125.50999999999999	81.55647799999993	51.24552199999999	725	0.2236842105263158	0.8928571428571429	5371.02	0	1	9.858000000000002	168.0	37.3	0.09002056170008162
4alpha-hydroxymethyl-4beta-methyl-5alpha-cholesta-8-en-3beta-ol				HMDB0062391	44263321	87045		LMST01010233	C29H50O2	430.7071885532796	AFC001385	CC(C)CCCC(C)C1CCC2C1(CCC3=C2CCC4C3(CCC(C4(C)CO)O)C)C	UVSRXDFMOZKKGE-UHFFFAOYSA-N	C([H])([H])([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C1([H])C([H])([H])C([H])([H])C2([H])C3=C(C([H])([H])C([H])([H])C12C([H])([H])[H])C4(C([H])([H])[H])C([H])([H])C([H])([H])C([H])(C(C([H])([H])[H])(C([H])([H])O[H])C4([H])C([H])([H])C3([H])[H])O[H]	0	false	false	29	0	2	null	10	4	null	null	null	34	C12=C(CCC3CCCCC13)C4CCCC4CC2	{[C]=[C]=1, [H]O[C]=2}	{[C]=[C]=1, [H]O[C]=2}	7.072999999999999	50.02732899999998	130.9939	85.98364999999991	54.66034999999999	752	0.20987654320987653	0.9310344827586207	6126.02	0	1	9.952000000000004	176.0	40.46	0.09400970860761751
4alpha-hydroxymethyl-5alpha-cholesta-8-en-3beta-ol				HMDB0012173	44263322	87053	FDB028827	LMST01010235	C28H48O2	416.68057114884004	AFC001386	CC(C)CCCC(C)C1CCC2C1(CCC3=C2CCC4C3(CCC(C4CO)O)C)C	UPEGTKGKNWDIAN-UHFFFAOYSA-N	C([H])([H])([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C1([H])C([H])([H])C([H])([H])C2([H])C3=C(C([H])([H])C([H])([H])C12C([H])([H])[H])C4(C([H])([H])[H])C([H])([H])C([H])([H])C([H])(C([H])(C([H])([H])O[H])C4([H])C([H])([H])C3([H])[H])O[H]	0	false	false	28	0	2	null	10	4	null	null	null	33	C12=C(CCC3CCCCC13)C4CCCC4CC2	{[C]=[C]=1, [H]O[C]=2}	{[C]=[C]=1, [H]O[C]=2}	6.669899999999998	44.48756600999998	126.65100000000001	82.89006399999992	52.47393599999999	725	0.21794871794871795	0.9285714285714286	5691.02	0	1	9.557000000000004	168.0	40.46	0.09717425369486764
4alpha-methyl-5alpha-cholesta-8-en-3-one				HMDB0062393	44263323	87050	FDB028828	LMST01010236	C28H46O	398.6652847136191	AFC001387	CC1C2CCC3=C(C2(CCC1=O)C)CCC4(C3CCC4C(C)CCCC(C)C)C	SDZUXFFGOQZLPK-UHFFFAOYSA-N	C([H])([H])([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C1([H])C([H])([H])C([H])([H])C2([H])C3=C(C([H])([H])C([H])([H])C12C([H])([H])[H])C4(C([H])([H])[H])C([H])([H])C([H])([H])C(=O)C([H])(C([H])([H])[H])C4([H])C([H])([H])C3([H])[H]	0	false	false	28	0	1	null	10	4	null	null	null	32	C12=C(CCC3CCCCC13)C4CCCC4CC2	{[C]=[C]=1, *C(*)=O=1}	{[C]=[C]=1, RC(R)=O=1}	7.707299999999996	59.40247328999993	123.89629999999998	80.75447799999992	51.24552199999999	696	0.22666666666666666	0.8928571428571429	5272.01	0	1	9.847000000000007	164.0	17.07	0.04285124007009778
5alpha-cholesta-8-en-3-one				HMDB0062414	44263324	87056	FDB028832	LMST01010239	C27H44O	384.63866730917954	AFC001388	CC(C)CCCC(C)C1CCC2C1(CCC3=C2CCC4C3(CCC(=O)C4)C)C	RZSXSHNNQBIPTL-UHFFFAOYSA-N	C([H])([H])([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C1([H])C([H])([H])C([H])([H])C2([H])C3=C(C([H])([H])C([H])([H])C12C([H])([H])[H])C4(C([H])([H])[H])C([H])([H])C([H])([H])C(=O)C([H])([H])C4([H])C([H])([H])C3([H])[H]	0	false	false	27	0	1	null	10	4	null	null	null	31	C12=C(CCC3CCCCC13)C4CCCC4CC2	{[C]=[C]=1, *C(*)=O=1}	{[C]=[C]=1, RC(R)=O=1}	7.244799999999999	52.48712703999998	119.32179999999998	77.66089199999993	49.05910799999999	669	0.2361111111111111	0.8888888888888888	4869.01	0	1	9.554000000000007	158.0	17.07	0.04441389087590884
"(E,Z)-3,6-nonadien-1-ol"		56805-23-3		HMDB0038067	44630408		FDB017279	LMFA05000555	C9H16O	140.22308005987392	AFC001389	CCC=CCC=CCCO	PICGPEBVZGCYBV-UHFFFAOYSA-N	C([H])([H])([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])([H])O[H]	0	false	false	9	0	1	null	0	0	null	null	null	9	null	{[C]=[C]=2, [H]O[C]=1}	{[C]=[C]=2, [H]O[C]=1}	2.3624999999999994	5.581406249999997	47.372699999999995	27.310687999999974	17.491311999999997	122	0.0	0.5555555555555556	535.01	0	0	2.8529999999999998	34.0	20.23	0.14437613030036658
iridoid skeleton					45098403			LMPR0102070000	C10H18O	154.24969746431344	AFC001390	CC1CCC2C1COCC2C	BSOMMQKXQBBLDD-UHFFFAOYSA-N	C([H])([H])([H])C1([H])C([H])([H])C([H])([H])C2([H])C([H])(C([H])([H])[H])C([H])([H])OC([H])([H])C12[H]	0	false	false	10	0	1	null	3	2	null	null	null	12	O1CCC2CCCC2C1	{*O*=1}	{ROR=1}	2.194500000000001	4.815830250000005	45.993300000000005	30.404273999999972	21.593725999999993	94	0.3103448275862069	1.0	790.01	0	0	2.723	58.0	9.23	0.059882273191190084
"12-oxo-cis-10,15-phytodienoate"			C01226		45266620	57411	FDB001432	LMFA02010001	[C18H27O3]-	291.4058612781882	AFC001391	CCC=CCC1C(C=CC1=O)CCCCCCCC(=O)[O-]	PMTMAFAPLCGXGK-UHFFFAOYSA-M	C([H])([H])([H])C([H])([H])C([H])=C([H])C([H])([H])C1([H])C([H])(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)[O-])C([H])=C([H])C1=O	0	false	false	18	0	3	null	1	1	null	null	null	21	C1=CCCC1	{[C]=[C]=1, *C(=O)[C]=[C]=1, *C(=O)O[H]=1}	{[C]=[C]=1, RC(=O)O[H]=1, RC(=O)[C]=[C]=1}	4.001899999999999	16.015203609999993	85.0531	52.08941099999997	32.39058899999999	473	0.10416666666666667	0.6666666666666666	1884.03	0	1	4.422	92.0	57.199999999999996	0.19643125635513453
4-amino-4-deoxychorismate		97279-79-3	C11355		45266632	58406	FDB030486		[C10H10NO5]-	224.1904943510208	AFC001392	C=C(C(=O)[O-])OC1C=C(C=CC1[NH3+])C(=O)[O-]	OIUJHGOLFKDBSU-UHFFFAOYSA-M	C([H])([H])=C(C(=O)[O-])OC1([H])C([H])=C(C([H])=C([H])C1([H])[N+]([H])([H])[H])C(=O)[O-]	0	false	false	10	1	5	null	1	1	null	null	null	16	C=1C=CCCC1	{*OC(=[C])C(=O)O[H]=1, [H]OC(=O)C(=[C])[C]=[C]=1, [H][N]([H])([H])[C]=1}	{ROC(=[C])C(=O)O[H]=1, [H]OC(=O)C(=[C])[C]=[C]=1, [H][N]([H])([H])[C]=1}	-2.844099999999999	8.088904809999995	49.58990000000001	29.37792999999999	15.360069999999997	196	0.23076923076923078	0.2	436.06	0	0	-0.35100000000000015	76.0	117.13	0.5227713322824796
5-formamido-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide(2-)			C04734	HMDB0062708	45266654	58467	FDB031113		[C10H13N4O9P]2-	364.2058075738837	AFC001393	C1=NC(=C(N1C2C(C(C(O2)COP(=O)([O-])[O-])O)O)NC=O)C(=O)N	ABCOOORLYAOBOZ-UHFFFAOYSA-L	C([H])([H])(C1([H])C([H])(C([H])(C([H])(N2C([H])=NC(=C2N([H])C([H])=O)C(=O)N([H])[H])O1)O[H])O[H])OP(=O)([O-])[O-]	0	false	false	10	4	9	null	2	2	null	null	null	25	n1ccn(c1)C2OCCC2	{*O*=1, *N(*)[C]=O=1, *C(=O)N(*)*=1, *n(*)*=2, [H]O[C]=2, *OP(=O)(O[H])O[H]=1}	{ROR=1, RN*(R)R=2, ROP(=O)(O[H])O[H]=1, RN(R)[C]=O=1, RC(=O)N(R)R=1, [H]O[C]=2}	-5.1848	26.88215104	69.7824	41.516308999999985	33.613691	419	0.2702702702702703	0.5	892.14	0	1	-3.625999999999999	124.0	219.71	0.6035292388592007
"3alpha,7alpha,12alpha-trihydroxy-24-oxo-5-beta-cholestanoyl CoA"			C05467	HMDB0006891	45266665	58507	FDB024138	LMST01010216	[C48H74N7O21P3S]4-	1210.1247346401785	AFC001394	CC(CCC(=O)C(C)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O)C4CCC5C4(C(CC6C5C(CC7C6(CCC(C7)O)C)O)O)C	AWLXQJGPNLCTLM-UHFFFAOYSA-J	C([H])([H])([H])C([H])(C([H])([H])C([H])([H])C(=O)C([H])(C([H])([H])[H])C(=O)SC([H])([H])C([H])([H])N([H])C(=O)C([H])([H])C([H])([H])N([H])C(=O)C([H])(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])OP(=O)([O-])OP(=O)([O-])OC([H])([H])C1([H])C([H])(C([H])(C([H])(N2C([H])=NC3=C2N=C([H])N=C3N([H])[H])O1)O[H])OP(=O)([O-])[O-])O[H])C4([H])C([H])([H])C([H])([H])C5([H])C6([H])C([H])(C([H])([H])C([H])(C45C([H])([H])[H])O[H])C7(C([H])([H])[H])C([H])([H])C([H])([H])C([H])(C([H])([H])C7([H])C([H])([H])C6([H])O[H])O[H]	0	false	false	48	7	21	null	14	7	null	null	null	86	n1cnc2c(ncn2C3OC(COPOPOCCCCNCCCNCCSCCCCCCC4CCC5C4CCC6C7CCCCC7CCC56)CC3)c1	{[H]O[C]=5, *C(*)=O=1, *OP(=O)(O[H])O[H]=1, [H]N([H])[c]=1, *OP(=O)(OP(=O)(O*)O[H])O[H]=1, *n(*)*=4, *O*=1, *SC(*)=O=1, *C(=O)N(*)*=2}	{RSC(R)=O=1, [H]O[C]=5, RN*(R)R=4, RC(R)=O=1, ROP(=O)(O[H])O[H]=1, ROP(=O)(OP(=O)(OR)O[H])O[H]=1, RC(=O)N(R)R=2, ROR=1, [H]N([H])[C*]=1}	-3.399799999999998	11.558640039999988	275.4466	172.15468200000097	132.33531800000034	5586	0.35714285714285715	0.8125	19280.32	0	4	-2.588000000000001	438.0	504.1600000000001	0.41687230343975296
(S)-1-piperideine-6-carboxylate			C00450	HMDB0012130	45266761	58769	FDB028794		[C6H8NO2]-	126.13345447350915	AFC001395	C1CC=NC(C1)C(=O)[O-]	CSDPVAKVEWETFG-UHFFFAOYSA-M	C1([H])([H])C([H])([H])C([H])=NC([H])(C1([H])[H])C(=O)[O-]	0	false	false	6	1	2	null	1	1	null	null	null	9	N1=CCCCC1	{*C(=O)O[H]=1, *N=[C]=1}	{RN=[C]=1, RC(=O)O[H]=1}	-0.19000000000000009	0.036100000000000035	29.795199999999998	18.598343999999994	11.981655999999997	69	0.35294117647058826	0.6666666666666666	217.03	0	0	-0.356	40.0	52.489999999999995	0.41640387404160906
ubiquinol-9		56275-39-9	C00390		45281170	84424			C54H84O4	797.2443814581944	AFC001396	CC1=C(C(=C(C(=C1O)OC)OC)O)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C	NPCOQXAVBJJZBQ-UHFFFAOYSA-N	C([H])([H])([H])C(=C([H])C([H])([H])C([H])([H])C(=C([H])C([H])([H])C([H])([H])C(=C([H])C([H])([H])C([H])([H])C(=C([H])C([H])([H])C([H])([H])C(=C([H])C([H])([H])C([H])([H])C(=C([H])C([H])([H])C([H])([H])C(=C([H])C([H])([H])C([H])([H])C(=C([H])C([H])([H])C([H])([H])C(=C([H])C([H])([H])C1=C(C(=C(C(=C1C([H])([H])[H])O[H])OC([H])([H])[H])OC([H])([H])[H])O[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H]	0	false	false	54	0	4	null	1	1	null	null	null	58	c1ccccc1	{[C]=[C]=9, *O*=2, [H]O[c]=2}	{[C]=[C]=9, ROR=2, [H]O[C*]=2}	16.156	261.01633599999997	265.6402	154.2586120000005	95.66138800000017	3675	0.04225352112676056	0.5555555555555556	16858.04	0	3	17.24600000000001	262.0	58.92	0.0739609167940356
demethylmenaquinol-8			C19847		45479277	61873			C50H72O2	705.1073389699944	AFC001397	CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCC1=C(C2=CC=CC=C2C(=C1)O)O)C)C)C)C)C)C)C)C	FGYPGICSXJEKCG-UHFFFAOYSA-N	C([H])([H])([H])C(=C([H])C([H])([H])C([H])([H])C(=C([H])C([H])([H])C([H])([H])C(=C([H])C([H])([H])C([H])([H])C(=C([H])C([H])([H])C([H])([H])C(=C([H])C([H])([H])C([H])([H])C(=C([H])C([H])([H])C([H])([H])C(=C([H])C([H])([H])C([H])([H])C(=C([H])C([H])([H])C1=C([H])C(=C2C([H])=C([H])C([H])=C([H])C2=C1O[H])O[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H]	0	false	false	50	0	2	null	3	2	null	null	null	53	c1ccc2ccccc2c1	{[C]=[C]=8, [H]O[c]=2}	{[C]=[C]=8, [H]O[C*]=2}	15.424599999999998	237.91828515999995	242.46559999999997	137.61309600000016	78.71090400000007	3042	0.08064516129032258	0.48	12973.02	0	3	15.751000000000007	240.0	40.46	0.057426462882489974
