Compound	IUPAC	Alternative_names	CAS_ID	KEGG_ID	HMDB	PubChem	ChEBI_ID	FooDB	LipidMaps	Molecular_formula	Molecular_weight	Source_databases	AFC_ID	canonical_SMILES
S-adenosyl-L-methioninamine		decarboxylated SAM		C01137	HMDB0000988	25203490	57443	FDB031151	no entry found	C14H24N6O3S+2	356.45	CuCyc	AFC001322	C[S+](CCC[NH3+])CC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O
deoxycohumulone		diprenylphlorisobutyrophenone		no entry found	HMDB0036623	25203729	134353	FDB015540	no entry found	C20H27O4-	331.4	CuCyc	AFC001323	CC(C)C(=O)C1=C(C(=C(C(=C1O)CC=C(C)C)[O-])CC=C(C)C)O
diadenosine tetraphosphate		"5',5'''-diadenosine tetraphosphate;Ap4A;P(1),P(4)-bis(5'-adenosyl) tetraphosphate"	5542-28-9	C01260	HMDB0001211	21706	17422	FDB022492	no entry found			CuCyc	AFC001324	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OCC4C(C(C(O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)N
gibberellin A44 open lactone		"GA44 open lactone;gibberellin A44 diacid"	88373-65-3	C06095	no entry found	25243940	143955	no entry found	LMPR0104170008			CuCyc	AFC001325	CC1(CCCC2(C1C(C34C2CCC(C3)(C(=C)C4)O)C(=O)[O-])CO)C(=O)[O-]
gibberellin A110		GA110		no entry found	HMDB0032010	25243953	133478	FDB008708	no entry found			CuCyc	AFC001326	CC12CC(CC(C1C(C34C2CCC(C3)C(=C)C4)C(=O)[O-])(C)C(=O)[O-])O
3-oxo-2-(cis-2'-pentenyl)-cyclopentane-1-octanoate		(9R,13R)-10,11-dihydro-12-oxo-15-phytoenoic acid	204135-86-4	no entry found	no entry found	5716902	49265	FDB001433	LMFA02010006			CuCyc	AFC001327	CCC=CCC1C(CCC1=O)CCCCCCCC(=O)[O-]
D-myo-inositol (2,3,4) trisphosphate				no entry found	no entry found	25244128	no entry found	no entry found	no entry found			CuCyc	AFC001328	C1(C(C(C(C(C1O)OP(=O)([O-])[O-])OP(=O)([O-])[O-])OP(=O)([O-])[O-])O)O
2-trans,5-cis-tetradecadienoyl-CoA				no entry found	no entry found	25244134	87701	no entry found	no entry found			CuCyc	AFC001329	CCCCCCCCC=CCC=CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O
D-myo-inositol (1,2,3,4) tetrakisphosphate				no entry found	no entry found	25244337	no entry found	no entry found	no entry found			CuCyc	AFC001330	C1(C(C(C(C(C1OP(=O)([O-])[O-])OP(=O)([O-])[O-])OP(=O)([O-])[O-])OP(=O)([O-])[O-])O)O
alpha-D-glucuronate 1-phosphate				C05385	HMDB0003976	25244365	57897	FDB023278	no entry found			CuCyc	AFC001331	C1(C(C(OC(C1O)OP(=O)([O-])[O-])C(=O)[O-])O)O
D-myo-inositol (1,2,6) trisphosphate				no entry found	no entry found	25244400	no entry found	FDB030781	no entry found			CuCyc	AFC001332	C1(C(C(C(C(C1O)OP(=O)([O-])[O-])OP(=O)([O-])[O-])OP(=O)([O-])[O-])O)O
ribose-1-arsenate				no entry found	HMDB0012285	25201247	no entry found	FDB028915	no entry found	C5H9AsO8-2	272.04	CuCyc	AFC001333	C(C1C(C(C(O1)O[As](=O)([O-])[O-])O)O)O
(2S)-6-amino-2-formamidohexanamide		"APO-[3-methylcrotonoyl-CoA:carbon-dioxide ligase (ADP-forming)];N2-formyl-L-lysinamide"		C00391	HMDB0059607	25244460	no entry found	FDB005763	no entry found			CuCyc	AFC001334	C(CCN)CC(C(=O)N)NC=O
(KDO)2-(lauroyl)-lipid IVA				C06251	no entry found	25244565	27422	no entry found	no entry found	C96H170N2O38P2-6	2022.3	CuCyc	AFC001335	CCCCCCCCCCCC(CC(=O)NC1C(C(C(OC1OP(=O)([O-])[O-])COC2C(C(C(C(O2)COC3(CC(C(C(O3)C(CO)O)O)OC4(CC(C(C(O4)C(CO)O)O)O)C(=O)[O-])C(=O)[O-])OP(=O)([O-])[O-])OC(=O)CC(CCCCCCCCCCC)O)NC(=O)CC(CCCCCCCCCCC)OC(=O)CCCCCCCCCCC)O)OC(=O)CC(CCCCCCCCCCC)O)O
trans-5-O-caffeoyl-D-quinate			906-33-2	C17147	HMDB0240477	25244622	57754	FDB020490	no entry found			CuCyc	AFC001336	C1C(C(C(CC1(C(=O)[O-])O)OC(=O)C=CC2=CC(=C(C=C2)O)O)O)O
13(S)-hydroperoxy-9(Z),11(E),15(Z)-octadecatrienoate		alpha-linolenic acid 13-hydroperoxide		no entry found	no entry found	25244639	144034	no entry found	no entry found	C18H29O4-	309.4	CuCyc	AFC001337	CCC=CCC(C=CC=CCCCCCCCC(=O)[O-])OO
UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelyl-D-alanyl-D-alanine				C04882	no entry found	25244658	61386	no entry found	no entry found			CuCyc	AFC001338	CC(C(=O)NC(CCC(=O)NC(CCCC(C(=O)[O-])[NH3+])C(=O)NC(C)C(=O)NC(C)C(=O)[O-])C(=O)[O-])NC(=O)C(C)OC1C(C(OC(C1O)CO)OP(=O)([O-])OP(=O)([O-])OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)NC(=O)C
7,9,9’-tri-cis-neurosporene		proneurosporene	10467-46-6	C19759	no entry found	25244751	62463	FDB030622	no entry found			"CuCyc;phytochem.nal.usda"	AFC001339	CC(=CCCC(=CCCC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC=C(C)CCC=C(C)C)C)C)C)C
UDP-3-O-[(3R)-3-hydroxytetradecanoyl]-alpha-D-glucosamine(1-)		UDP-3-O-(3-hydroxymyristoyl)-alpha-D-glucosamine		C11521	no entry found	25244806	71573	FDB031238	LMSL01010001			CuCyc	AFC001340	CCCCCCCCCCCC(CC(=O)OC1C(C(OC(C1O)CO)OP(=O)([O-])OP(=O)([O-])OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)[NH3+])O
D-myo-inositol (1,2,3) trisphosphate				no entry found	no entry found	25244812	no entry found	FDB030774	no entry found			CuCyc	AFC001341	C1(C(C(C(C(C1O)OP(=O)([O-])[O-])OP(=O)([O-])[O-])OP(=O)([O-])[O-])O)O
(+)-taxifolin(1-)		trans dihydroquercetin	480-18-2	C01617	HMDB0125371	25244891	58329	FDB002749	no entry found			CuCyc	AFC001342	C1=CC(=C(C=C1C2C(C(=O)C3=C(C=C(C=C3O2)O)[O-])O)O)O
UDP-3-O-(3-hydroxytetradecanoyl)-N-acetylglucosamine		UDP-3-O-[(3R)-3-hydroxymyristoyl]-N-alpha-acetylglucosamine		C04738	no entry found	25244942	61494	no entry found	LMSL01020003			CuCyc	AFC001343	CCCCCCCCCCCC(CC(=O)OC1C(C(OC(C1O)CO)OP(=O)([O-])OP(=O)([O-])OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)NC(=O)C)O
N-acetyl-L-2-aminoadipate 6-phosphate(3-)		N2acetyl-alpha-aminoadipyl-delta-phosphate		no entry found	no entry found	25245028	61510	no entry found	no entry found			CuCyc	AFC001344	CC(=O)NC(CCCC(=O)OP(=O)([O-])[O-])C(=O)[O-]
sinapoyltyramine				no entry found	no entry found	25245053	70105	FDB031177	no entry found			CuCyc	AFC001345	COC1=CC(=CC(=C1O)OC)C=CC(=O)NCCC2=CC=C(C=C2)O
phytyl phosphate(2-)		phytyl monophosphate		C20764	no entry found	25245113	75483	FDB031119	LMPR0104010007			CuCyc	AFC001346	C(C)CCCC(C)CCCC(C)CCCC(=CCOP(=O)([O-])[O-])C
4-coumaroylshikimate				C02947	no entry found	25245116	57768	FDB030493	no entry found			CuCyc	AFC001347	C1C(C(C(C=C1C(=O)[O-])O)O)OC(=O)C=CC2=CC=C(C=C2)O
3,5-tetradecadienoyl-CoA				no entry found	no entry found	25245148	72001	no entry found	LMFA07050113	C35H58N7O17P3S	973.9	CuCyc	AFC001348	CCCCCCCCC=CC=CCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
5-amino-6-(5-phospho-D-ribosylamino)uracil				C01268	no entry found	25245199	58453	FDB030560	no entry found			CuCyc	AFC001349	C(C1C(C(C(O1)NC2=C(C(=O)NC(=O)N2)N)O)O)OP(=O)([O-])[O-]
8'-hydroxyabscisate				C15514	no entry found	25245404	58490	FDB030631	no entry found			CuCyc	AFC001350	CC1=CC(=O)CC(C1(C=CC(=CC(=O)[O-])C)O)(C)CO
di-trans,octa-cis-undecaprenyl diphosphate				C04574	no entry found	25245563	58405	no entry found	LMPR03030008			CuCyc	AFC001351	CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCOP(=O)([O-])OP(=O)([O-])[O-])C)C)C)C)C)C)C)C)C)C)C
D-myo-inositol (2,4) bisphosphate				no entry found	no entry found	25245743	133416	no entry found	no entry found			CuCyc	AFC001352	C1(C(C(C(C(C1O)OP(=O)([O-])[O-])O)OP(=O)([O-])[O-])O)O
D-myo-inositol (1,2) bisphosphate				no entry found	no entry found	25245835	no entry found	no entry found	no entry found			CuCyc	AFC001353	C1(C(C(C(C(C1O)OP(=O)([O-])[O-])OP(=O)([O-])[O-])O)O)O
gibberellin A15 (open lactone form)		GA15 (open lactone form)	88373-66-4	C11860	no entry found	25245948	143956	FDB030868	no entry found			CuCyc	AFC001354	CC1(CCCC2(C1C(C34C2CCC(C3)C(=C)C4)C(=O)[O-])CO)C(=O)[O-]
DIMBOA-glc		"DIMBOA glucoside;DIMBOA-beta-D-glucoside"	113565-32-5	C04831	HMDB0029710	4480305	37573	FDB000904	no entry found			CuCyc	AFC001355	COC1=CC2=C(C=C1)N(C(=O)C(O2)OC3C(C(C(C(O3)CO)O)O)O)O
precorrin-2			82542-92-5	C02463	no entry found	25245988	58827	FDB031128	no entry found			CuCyc	AFC001356	CC1(C(C2=CC3=NC(=CC4=C(C(=C(N4)CC5=C(C(=C(N5)C=C1N2)CC(=O)O)CCC(=O)O)CCC(=O)O)CC(=O)O)C(C3(C)CC(=O)O)CCC(=O)O)CCC(=O)O)CC(=O)O
ADP ribose 1'',2''-cyclic phosphate			481-06-1	C19851	HMDB0011671	25245989	76596	FDB030655	no entry found			CuCyc	AFC001357	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)([O-])OP(=O)([O-])OCC4C(C5C(O4)OP(=O)(O5)[O-])O)O)O)N
D-myo-inositol (1,2,3,4,5)-pentakisphosphate				no entry found	no entry found	25246002	18345	FDB030776	no entry found			CuCyc	AFC001358	C1(C(C(C(C(C1OP(=O)([O-])[O-])OP(=O)([O-])[O-])OP(=O)([O-])[O-])OP(=O)([O-])[O-])OP(=O)([O-])[O-])O
N-acetyl-L-2-aminoadipate semialdehyde		"N-Acetyl-6-oxo-L-norleucine;N2-acetyl-alpha-aminoadipate semialdehyde;(2S)-2-acetamido-6-oxohexanoate"		C12988	no entry found	443994	61511	no entry found	no entry found			CuCyc	AFC001359	CC(=O)NC(CCCC=O)C(=O)[O-]
(1R,6R)-6-hydroxy-2-succinylcyclohexa-2,4-diene-1-carboxylate		(1R,6R)-2-(3-carboxylatopropanoyl)-6-hydroxycyclohexa-2,4-diene-1-carboxylate		C05817	no entry found	25246102	58689	FDB030089	no entry found			CuCyc	AFC001360	C1=CC(C(C(=C1)C(=O)CCC(=O)[O-])C(=O)[O-])O
13-[O(2')-beta-D-glucopyranosyl-beta-D-glucopyranosyloxy]docosanoate O(6'')-acetate				no entry found	no entry found	25246114	no entry found	no entry found	no entry found	C36H65O14-	721.9	CuCyc	AFC001361	CCCCCCCCCC(CCCCCCCCCCCC(=O)[O-])OC1C(C(C(C(O1)CO)O)O)OC2C(C(C(C(O2)COC(=O)C)O)O)O
KDO2-lipid A, cold adapted		"((9Z)-hexadecenoyl-tetradecanoyl)-(Kdo)2-lipid A;palmitoleoyl-myristoyl-KDO2-lipid A"		C21991	no entry found	25246139	61522	no entry found	no entry found	C114H202N2O39P2-6	2286.8	CuCyc	AFC001362	CCCCCCCCCCCCCC(=O)OC(CCCCCCCCCCC)CC(=O)OC1C(C(OC(C1OP(=O)([O-])[O-])COC2(CC(C(C(O2)C(CO)O)O)OC3(CC(C(C(O3)C(CO)O)O)O)C(=O)[O-])C(=O)[O-])OCC4C(C(C(C(O4)OP(=O)([O-])[O-])NC(=O)CC(CCCCCCCCCCC)O)OC(=O)CC(CCCCCCCCCCC)O)O)NC(=O)CC(CCCCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCC
KDO2-(palmitoleoyl)-lipid IVA		(9Z)-hexadec-9-enoyl-Kdo2-lipid IVA		C20933	no entry found	25246183	61520	no entry found	no entry found	C100H176N2O38P2-6	2076.4	CuCyc	AFC001363	CCCCCCCCCCCC(CC(=O)NC1C(C(C(OC1OP(=O)([O-])[O-])COC2C(C(C(C(O2)COC3(CC(C(C(O3)C(CO)O)O)OC4(CC(C(C(O4)C(CO)O)O)O)C(=O)[O-])C(=O)[O-])OP(=O)([O-])[O-])OC(=O)CC(CCCCCCCCCCC)O)NC(=O)CC(CCCCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCC)O)OC(=O)CC(CCCCCCCCCCC)O)O
D-myo-inositol (1,2,3,5,6) pentakisphosphate				C04579	no entry found	25246187	58747	FDB030777	no entry found			CuCyc	AFC001364	C1(C(C(C(C(C1OP(=O)([O-])[O-])OP(=O)([O-])[O-])OP(=O)([O-])[O-])OP(=O)([O-])[O-])OP(=O)([O-])[O-])O
(KDO)-lipid IVA(5-)		alpha-Kdo-(2->6)-lipid IVA		C06025	no entry found	25246208	60364	no entry found	no entry found			CuCyc	AFC001365	CCCCCCCCCCCC(CC(=O)NC1C(C(C(OC1OP(=O)([O-])[O-])COC2C(C(C(C(O2)COC3(CC(C(C(O3)C(CO)O)O)O)C(=O)[O-])OP(=O)([O-])[O-])OC(=O)CC(CCCCCCCCCCC)O)NC(=O)CC(CCCCCCCCCCC)O)O)OC(=O)CC(CCCCCCCCCCC)O)O
2,4-dinitrophenyl-S-glutathione			26289-39-4	C11175	no entry found	25322932	133977	FDB030300	no entry found			CuCyc	AFC001366	C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])SCC(C(=O)NCC(=O)[O-])NC(=O)CCC(C(=O)[O-])[NH3+]
7,8-diaminopelargonate		7,8-diaminononanoate		no entry found	no entry found	28145934	149469	FDB030615	no entry found			CuCyc	AFC001367	CC(C(CCCCCC(=O)[O-])[NH3+])[NH3+]
7-keto-8-aminopelargonate		8-amino-7-oxononanoate		C01092	HMDB0240687	36688192	149468	FDB016934	LMFA01060168			CuCyc	AFC001368	CC(C(=O)CCCCCC(=O)[O-])[NH3+]
trans-5-O-(4-coumaroyl)-D-quinate				C12208	HMDB0029681	40466964	57575	FDB000240	no entry found			CuCyc	AFC001369	C1C(C(C(CC1(C(=O)[O-])O)OC(=O)C=CC2=CC=C(C=C2)O)O)O
4alpha-carboxy-5alpha-cholesta-8,24-dien-3beta-ol				C22112	HMDB0062385	42608397	no entry found	FDB030522	LMST01010152			CuCyc	AFC001370	CC(CCC=C(C)C)C1CCC2C1(CCC3=C2CCC4C3(CCC(C4C(=O)O)O)C)C
adenosine diphosphate glucose		ADP-alpha-D-glucose	2140-58-1	C00498	HMDB0006557	42609821	57498	FDB030657	no entry found			CuCyc	AFC001371	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)([O-])OP(=O)([O-])OC4C(C(C(C(O4)CO)O)O)O)O)O)N
ADP ribose 1''-phosphate				no entry found	no entry found	42626433	48584	no entry found	no entry found			CuCyc	AFC001372	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)OP(=O)(O)O)O)O)O)O)N
(2R,4S)-2-methyl-2,4-dihydroxydihydrofuran-3-one		(R)-DHMF		no entry found	no entry found	44123557	71316	no entry found	no entry found			CuCyc	AFC001373	CC1(C(=O)C(CO1)O)O
(2S,4S)-2-methyl-2,3,3,4-tetrahydroxytetrahydrofuran		(S)-THMF		no entry found	no entry found	44123585	no entry found	no entry found	no entry found			CuCyc	AFC001374	CC1(C(C(CO1)O)(O)O)O
1,4-dihydroxy-2-naphthoyl-CoA				C15547	no entry found	44140569	52668	FDB030192	no entry found			CuCyc	AFC001375	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C4=C(C5=CC=CC=C5C(=C4)O)O)O
L-galactose-1-phosphate				C15926	no entry found	44224049	53025	no entry found	no entry found	C6H13O9P	260.14	PMID_31263475	AFC001376	C(C1C(C(C(C(O1)OP(=O)(O)O)O)O)O)O
131-oxo-magnesium-protoporphyrin IX 13-monomethyl ester				C11830	no entry found	44229101	15433	FDB030260	no entry found	C35H31MgN4O5-	611.9	CuCyc	AFC001377	CC1=C(C2=CC3=NC(=CC4=C(C(=C([N-]4)C=C5C(=C(C(=N5)C=C1[N-]2)C)CCC(=O)[O-])C(=O)CC(=O)OC)C)C(=C3C)C=C)C=C.[Mg+2]
L-galactonate				C15930	HMDB0000565	44229140	53071	FDB022122	no entry found			PMID_31263475	AFC001378	C(C(C(C(C(C(=O)[O-])O)O)O)O)O
131-hydroxy-magnesium-protoporphyrin IX 13-monomethyl ester				C11829	no entry found	44229246	15434	FDB030259	no entry found	C35H33MgN4O5-	614	CuCyc	AFC001379	CC1=C(C2=CC3=NC(=CC4=C(C(=C([N-]4)C=C5C(=C(C(=N5)C=C1[N-]2)C)CCC(=O)[O-])C(CC(=O)OC)O)C)C(=C3C)C=C)C=C.[Mg+2]
phyllocladanol		"phyllocladan-16alpha-ol;ent-16-a-hydroxy-kaurene"		no entry found	no entry found	44237348	53643	no entry found	no entry found	C20H34O	290.5	CuCyc	AFC001380	CC1(CCCC2(C1CCC34C2CCC(C3)C(C4)(C)O)C)C
4alpha-carboxy-4beta-methyl-5alpha-cholesta-8-en-3beta-ol				no entry found	HMDB0062384	44263317	87277	no entry found	LMST01010227			CuCyc	AFC001381	CC(C)CCCC(C)C1CCC2C1(CCC3=C2CCC4C3(CCC(C4(C)C(=O)O)O)C)C
4alpha-carboxy-5alpha-cholesta-8-en-3beta-ol				no entry found	HMDB0062386	44263318	87293	no entry found	LMST01010228			CuCyc	AFC001382	CC(C)CCCC(C)C1CCC2C1(CCC3=C2CCC4C3(CCC(C4C(=O)O)O)C)C
4alpha-formyl-4beta-methyl-5alpha-cholesta-8-en-3beta-ol				no entry found	HMDB0062388	44263319	87046	FDB030530	LMST01010230			CuCyc	AFC001383	CC(C)CCCC(C)C1CCC2C1(CCC3=C2CCC4C3(CCC(C4(C)C=O)O)C)C
4alpha-formyl-5alpha-cholesta-8-en-3beta-ol				no entry found	HMDB0012169	44263320	87054	FDB028823	LMST01010231			CuCyc	AFC001384	CC(C)CCCC(C)C1CCC2C1(CCC3=C2CCC4C3(CCC(C4C=O)O)C)C
4alpha-hydroxymethyl-4beta-methyl-5alpha-cholesta-8-en-3beta-ol				no entry found	HMDB0062391	44263321	87045	no entry found	LMST01010233			CuCyc	AFC001385	CC(C)CCCC(C)C1CCC2C1(CCC3=C2CCC4C3(CCC(C4(C)CO)O)C)C
4alpha-hydroxymethyl-5alpha-cholesta-8-en-3beta-ol				no entry found	HMDB0012173	44263322	87053	FDB028827	LMST01010235			CuCyc	AFC001386	CC(C)CCCC(C)C1CCC2C1(CCC3=C2CCC4C3(CCC(C4CO)O)C)C
4alpha-methyl-5alpha-cholesta-8-en-3-one				no entry found	HMDB0062393	44263323	87050	FDB028828	LMST01010236			CuCyc	AFC001387	CC1C2CCC3=C(C2(CCC1=O)C)CCC4(C3CCC4C(C)CCCC(C)C)C
5alpha-cholesta-8-en-3-one				no entry found	HMDB0062414	44263324	87056	FDB028832	LMST01010239			CuCyc	AFC001388	CC(C)CCCC(C)C1CCC2C1(CCC3=C2CCC4C3(CCC(=O)C4)C)C
(E,Z)-3,6-nonadien-1-ol			56805-23-3	no entry found	HMDB0038067	44630408	no entry found	FDB017279	LMFA05000555			"PMID_21384347;Kim et al 2009;Liu et al 2018"	AFC001389	CCC=CCC=CCCO
iridoid skeleton		"4,7-dimethyloctahydrocyclopenta[c]pyran;iridoids"		no entry found	no entry found	45098403	no entry found	no entry found	LMPR0102070000			PMID_32538082	AFC001390	CC1CCC2C1COCC2C
12-oxo-cis-10,15-phytodienoate				C01226	no entry found	45266620	57411	FDB001432	LMFA02010001			CuCyc	AFC001391	CCC=CCC1C(C=CC1=O)CCCCCCCC(=O)[O-]
4-amino-4-deoxychorismate			97279-79-3	C11355	no entry found	45266632	58406	FDB030486	no entry found			CuCyc	AFC001392	C=C(C(=O)[O-])OC1C=C(C=CC1[NH3+])C(=O)[O-]
5-formamido-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide(2-)		"phosphoribosyl-formamido-carboxamide;FAICAR"		C04734	HMDB0062708	45266654	58467	FDB031113	no entry found			CuCyc	AFC001393	C1=NC(=C(N1C2C(C(C(O2)COP(=O)([O-])[O-])O)O)NC=O)C(=O)N
3alpha,7alpha,12alpha-trihydroxy-24-oxo-5-beta-cholestanoyl CoA				C05467	HMDB0006891	45266665	58507	FDB024138	LMST01010216	C48H74N7O21P3S-4	1210.1	CuCyc	AFC001394	CC(CCC(=O)C(C)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O)C4CCC5C4(C(CC6C5C(CC7C6(CCC(C7)O)C)O)O)C
(S)-1-piperideine-6-carboxylate		(S)-2,3,4,5-tetrahydropiperidine-2-carboxylate		C00450	HMDB0012130	45266761	58769	FDB028794	no entry found	C6H8NO2-	126.13	CuCyc	AFC001395	C1CC=NC(C1)C(=O)[O-]
ubiquinol-9			56275-39-9	C00390	no entry found	45281170	84424	no entry found	no entry found			CuCyc	AFC001396	CC1=C(C(=C(C(=C1O)OC)OC)O)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C
demethylmenaquinol-8				C19847	no entry found	45479277	61873	no entry found	no entry found	C50H72O2	705.1	CuCyc	AFC001397	CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCC1=C(C2=CC=CC=C2C(=C1)O)O)C)C)C)C)C)C)C)C
menaquinol-8				C05819	HMDB0060487	45479636	61684	no entry found	no entry found			CuCyc	AFC001398	CC1=C(C2=CC=CC=C2C(=C1CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)O)O
alpha-L-galactose-1-phosphate				no entry found	no entry found	46173228	60465	no entry found	no entry found			CuCyc	AFC001399	C(C1C(C(C(C(O1)OP(=O)(O)O)O)O)O)O
UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanine				C06432	no entry found	46173756	no entry found	no entry found	no entry found			CuCyc	AFC001400	CC(C(=O)NC(CCC(=O)NC(CCCC[NH3+])C(=O)NC(C)C(=O)[O-])C(=O)[O-])NC(=O)C(C)OC1C(C(OC(C1O)CO)OP(=O)([O-])OP(=O)([O-])OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)NC(=O)C
(S)-methylmalonate-semialdehyde				C06002	HMDB0002217	46173457	62413	FDB031071	no entry found			CuCyc	AFC001401	CC(C=O)C(=O)[O-]
(S)-ureidoglycine				C02091	no entry found	46173475	59947	FDB031161	no entry found			CuCyc	AFC001402	C(C(=O)[O-])([NH3+])NC(=O)N
(S)-3-hydroxy-isobutyryl-CoA				C06000	HMDB0001052	46173510	62611	FDB022393	LMFA07050157			CuCyc	AFC001403	CC(CO)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O
5,7,24(28)-ergostatrienol				C15778	HMDB0060404	46173808	80095	no entry found	LMST01031015			CuCyc	AFC001404	CC(C)C(=C)CCC(C)C1CCC2C1(CCC3C2=CC=C4C3(CCC(C4)O)C)C
beta-D-glucopyranosyl abscisate				C15970	no entry found	46173811	22151	no entry found	LMPR0103050011	C21H30O9	426.5	CuCyc	AFC001405	CC1=CC(=O)CC(C1(C=CC(=CC(=O)OC2C(C(C(C(O2)CO)O)O)O)C)O)(C)C
(9Z)-(13S)-12,13-epoxyoctadeca-9,11-dienoate				C04594	no entry found	46878374	57465	FDB030134	LMFA02000281			CuCyc	AFC001406	CCCCCC1C(=CC=CCCCCCCCC(=O)[O-])O1
(N(omega)-L-arginino)succinate(1-)		L-arginino-succinate	2387-71-5	C03406	no entry found	46878376	57472	no entry found	no entry found			CuCyc	AFC001407	C(CC(C(=O)[O-])[NH3+])C[NH+]=C(N)NC(CC(=O)[O-])C(=O)[O-]
D-sedoheptulose-7-phosphate				C05382	HMDB0001068	46878379	57483	FDB022407	no entry found			CuCyc	AFC001408	C(C(C(C(C(C(=O)CO)O)O)O)O)OP(=O)([O-])[O-]
5-deoxy-D-glucuronate				C16737	no entry found	46878459	58852	no entry found	no entry found			CuCyc	AFC001409	C(C(C(C(C=O)O)O)O)C(=O)[O-]
(1S,2R)-1-C-(indol-3-yl)glycerol 3-phosphate				C03506	no entry found	46878464	58866	no entry found	no entry found			CuCyc	AFC001410	C1=CC=C2C(=C1)C(=CN2)C(C(COP(=O)([O-])[O-])O)O
sn-3-O-(geranylgeranyl)glycerol 1-phosphate(2-)		sn-3-O-(geranylgeranyl)glyceryl 1-phosphate		C04590	no entry found	46906032	57677	no entry found	LMGP10060002			CuCyc	AFC001411	CC(=CCCC(=CCCC(=CCCC(=CCOCC(COP(=O)([O-])[O-])O)C)C)C)C
2-O-(6-phospho-alpha-D-mannosyl)-D-glycerate				C16699	HMDB0012152	46906104	60331	FDB028809	no entry found			CuCyc	AFC001412	C(C1C(C(C(C(O1)OC(CO)C(=O)[O-])O)O)O)OP(=O)([O-])[O-]
71-hydroxychlorophyllide a				C16540	no entry found	122706035	48396	FDB030630	no entry found			CuCyc	AFC001413	CCC1=C(C2=NC1=CC3=C(C4=C([N-]3)C(=C5[C@H]([C@@H](C(=N5)C=C6C(=C(C(=C2)[N-]6)C=C)C)C)CCC(=O)O)[C@H](C4=O)C(=O)OC)C)CO.[Mg+2]
di-trans, poly-cis-polyprenyl diphosphate (C80)				no entry found	no entry found	46926091	53037	no entry found	no entry found	C80H129O7P2-3	1264.8	CuCyc	AFC001414	CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCOP(=O)([O-])OP(=O)([O-])[O-])C)C)C)C)C)C)C)C)C)C)C)C)C)C)C)C
